age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;y
40;admin.;unmarried;high.school;no;yes;no;cellular;apr;mon;133;yes
31;technician;unmarried;professional.course;no;yes;no;cellular;aug;tue;935;yes
50;admin.;married;university.degree;no;no;no;cellular;jun;mon;269;yes
39;admin.;unmarried;professional.course;no;yes;no;cellular;may;tue;209;no
55;entrepreneur;married;university.degree;no;yes;no;cellular;jul;mon;322;no
43;management;married;basic.6y;no;no;no;cellular;apr;wed;945;yes
37;technician;unmarried;high.school;no;yes;yes;cellular;aug;wed;763;yes
31;services;unmarried;high.school;no;no;no;telephone;jun;fri;422;yes
33;services;married;basic.6y;no;yes;no;cellular;may;mon;72;no
50;entrepreneur;married;basic.9y;no;yes;yes;telephone;may;wed;161;no
33;blue-collar;married;basic.9y;no;no;no;cellular;aug;fri;79;yes
40;management;unmarried;university.degree;no;no;no;cellular;nov;thu;549;yes
55;blue-collar;married;basic.9y;no;no;no;cellular;nov;mon;1077;yes
36;admin.;married;university.degree;no;yes;no;cellular;may;mon;1064;yes
35;technician;unmarried;university.degree;no;yes;no;telephone;may;wed;294;no
38;blue-collar;unmarried;basic.9y;no;yes;no;telephone;may;fri;219;no
32;admin.;unmarried;university.degree;no;yes;yes;cellular;mar;mon;96;no
54;blue-collar;married;basic.9y;no;yes;no;cellular;aug;mon;956;yes
28;services;unmarried;high.school;no;yes;no;telephone;may;tue;185;no
30;student;unmarried;high.school;no;no;no;cellular;mar;fri;268;yes
30;technician;married;professional.course;no;yes;no;cellular;oct;mon;253;yes
35;admin.;married;university.degree;no;yes;no;telephone;jun;wed;284;no
30;entrepreneur;unmarried;high.school;no;no;yes;cellular;jul;tue;295;no
28;admin.;unmarried;high.school;no;no;no;cellular;jul;thu;720;yes
31;management;married;university.degree;no;no;no;cellular;aug;mon;34;no
28;unemployed;married;professional.course;no;yes;no;telephone;aug;fri;275;yes
31;blue-collar;unmarried;basic.9y;no;yes;no;cellular;jul;tue;342;no
56;retired;married;basic.4y;no;no;no;telephone;may;wed;88;no
34;admin.;married;university.degree;no;no;no;cellular;oct;thu;401;yes
35;self-employed;married;university.degree;no;yes;no;cellular;jun;thu;269;yes
42;admin.;unmarried;university.degree;no;yes;no;telephone;may;fri;87;no
31;services;unmarried;basic.9y;no;yes;no;cellular;jul;thu;753;yes
25;admin.;unmarried;university.degree;no;yes;no;cellular;aug;fri;255;yes
38;technician;unmarried;university.degree;no;yes;no;cellular;jun;mon;737;yes
38;admin.;married;high.school;no;no;no;telephone;may;wed;153;no
31;admin.;married;university.degree;no;yes;yes;cellular;nov;wed;408;no
37;blue-collar;married;basic.6y;no;yes;no;cellular;oct;thu;68;no
34;services;married;high.school;no;no;no;cellular;may;wed;215;no
41;management;married;basic.9y;no;yes;no;telephone;may;tue;378;no
32;unemployed;married;high.school;no;yes;no;cellular;nov;thu;728;yes
34;services;unmarried;high.school;no;yes;no;cellular;nov;wed;149;no
34;admin.;unmarried;basic.6y;no;no;no;cellular;may;thu;22;no
33;admin.;unmarried;high.school;no;yes;no;cellular;oct;mon;61;no
27;student;unmarried;university.degree;no;no;yes;cellular;jun;mon;237;no
23;blue-collar;unmarried;basic.9y;no;yes;no;cellular;jul;thu;119;no
32;blue-collar;unmarried;high.school;no;no;no;cellular;jun;mon;247;yes
36;admin.;unmarried;university.degree;no;no;yes;cellular;may;wed;1119;yes
26;admin.;unmarried;high.school;no;no;no;cellular;mar;tue;273;yes
31;blue-collar;unmarried;basic.9y;no;no;no;telephone;apr;thu;285;no
23;student;unmarried;professional.course;no;no;no;cellular;sep;wed;213;yes
31;self-employed;married;university.degree;no;yes;yes;telephone;jun;mon;464;no
33;services;unmarried;high.school;no;no;no;cellular;nov;wed;244;no
46;unemployed;married;basic.9y;no;yes;yes;cellular;jun;tue;1210;yes
32;technician;unmarried;professional.course;no;yes;no;cellular;nov;wed;140;no
33;blue-collar;married;basic.6y;no;yes;no;cellular;apr;wed;165;yes
36;blue-collar;unmarried;basic.9y;no;no;no;telephone;may;mon;214;no
32;technician;married;university.degree;no;no;no;cellular;aug;fri;67;no
36;admin.;married;high.school;no;no;no;cellular;may;mon;68;no
44;admin.;married;high.school;no;no;no;telephone;may;fri;465;no
37;admin.;unmarried;university.degree;no;yes;yes;cellular;aug;thu;71;no
82;retired;married;university.degree;no;no;no;cellular;aug;fri;79;no
38;services;married;high.school;no;no;no;cellular;apr;fri;151;no
48;admin.;married;high.school;no;no;yes;cellular;aug;mon;429;no
51;admin.;married;university.degree;no;yes;yes;cellular;oct;thu;236;yes
30;admin.;unmarried;university.degree;no;no;no;cellular;jun;fri;275;yes
41;admin.;unmarried;high.school;no;yes;no;cellular;aug;mon;606;yes
41;admin.;married;university.degree;no;yes;no;telephone;may;fri;338;no
33;technician;unmarried;university.degree;no;yes;yes;cellular;jun;wed;203;no
57;housemaid;married;basic.4y;no;no;no;cellular;nov;fri;44;no
29;admin.;unmarried;university.degree;no;no;no;cellular;apr;fri;678;yes
35;entrepreneur;unmarried;basic.9y;no;yes;no;cellular;nov;mon;42;no
35;admin.;married;university.degree;no;no;no;cellular;jun;thu;510;yes
33;admin.;unmarried;professional.course;no;yes;no;telephone;nov;fri;240;no
42;services;married;high.school;no;no;no;cellular;jul;thu;1153;yes
35;blue-collar;married;basic.6y;no;no;no;telephone;jul;tue;196;no
61;blue-collar;married;basic.4y;no;yes;no;cellular;may;wed;113;no
36;management;married;university.degree;no;no;no;telephone;aug;mon;328;yes
80;retired;married;basic.4y;no;yes;yes;cellular;oct;tue;78;no
28;self-employed;unmarried;university.degree;no;no;no;telephone;may;tue;518;no
37;services;married;high.school;no;yes;no;telephone;may;tue;76;no
33;technician;unmarried;professional.course;no;no;no;telephone;jun;fri;634;no
30;unemployed;unmarried;high.school;no;no;no;cellular;may;fri;13;no
32;admin.;unmarried;university.degree;no;no;no;cellular;may;tue;144;no
42;management;married;university.degree;no;yes;no;cellular;nov;mon;178;no
55;services;married;high.school;no;yes;no;cellular;aug;tue;392;no
35;admin.;married;university.degree;no;yes;yes;telephone;jul;mon;216;no
25;blue-collar;unmarried;professional.course;no;no;no;telephone;jun;thu;559;no
29;technician;married;professional.course;no;no;no;telephone;may;tue;492;no
22;services;unmarried;professional.course;no;no;no;cellular;jul;tue;256;yes
42;management;married;university.degree;no;no;no;telephone;may;tue;1677;yes
27;technician;unmarried;professional.course;no;no;no;telephone;may;thu;124;no
34;admin.;married;university.degree;no;yes;yes;telephone;aug;thu;19;no
23;student;unmarried;high.school;no;yes;no;cellular;may;thu;77;no
30;services;unmarried;high.school;no;no;no;cellular;may;fri;102;no
62;retired;married;university.degree;no;yes;no;cellular;nov;thu;329;yes
25;admin.;unmarried;university.degree;no;no;no;cellular;dec;fri;78;no
30;student;unmarried;university.degree;no;yes;yes;cellular;aug;thu;358;no
34;self-employed;unmarried;university.degree;no;no;no;cellular;jul;wed;208;no
35;admin.;unmarried;university.degree;no;no;no;cellular;may;wed;149;no
30;management;unmarried;university.degree;no;no;yes;cellular;jun;fri;244;yes
43;self-employed;married;basic.9y;no;no;no;telephone;jun;mon;1089;yes
31;admin.;unmarried;high.school;no;no;no;cellular;aug;tue;241;no
59;retired;married;professional.course;no;no;no;telephone;dec;tue;476;yes
49;services;married;high.school;no;yes;no;telephone;may;tue;161;no
38;technician;married;high.school;no;yes;no;cellular;jul;tue;1037;yes
24;admin.;unmarried;high.school;no;yes;yes;telephone;jul;thu;354;no
55;services;married;high.school;no;yes;no;cellular;nov;mon;40;no
41;technician;married;university.degree;no;yes;no;cellular;aug;thu;511;no
19;student;unmarried;basic.9y;no;yes;no;cellular;nov;wed;182;no
44;admin.;unmarried;university.degree;no;yes;no;telephone;nov;mon;124;no
35;technician;unmarried;university.degree;no;yes;yes;telephone;aug;thu;37;no
34;blue-collar;married;basic.6y;no;no;no;telephone;may;mon;158;no
33;admin.;married;university.degree;no;no;no;telephone;may;wed;122;no
50;blue-collar;married;basic.9y;no;no;no;cellular;aug;wed;93;no
40;technician;married;university.degree;no;no;no;telephone;may;fri;417;no
36;technician;unmarried;professional.course;no;yes;yes;cellular;jul;thu;164;no
61;retired;married;high.school;no;yes;no;cellular;sep;wed;117;yes
40;admin.;married;high.school;no;no;no;cellular;oct;wed;524;yes
33;admin.;unmarried;university.degree;no;no;no;telephone;may;thu;134;no
41;admin.;married;university.degree;no;yes;no;cellular;aug;fri;47;no
34;technician;married;professional.course;no;yes;no;cellular;may;mon;934;yes
44;blue-collar;married;basic.4y;no;yes;yes;telephone;dec;mon;119;yes
27;technician;unmarried;professional.course;no;yes;no;cellular;jul;tue;179;no
61;retired;married;basic.4y;no;yes;yes;cellular;aug;fri;374;yes
30;technician;unmarried;professional.course;no;yes;no;cellular;may;mon;308;no
31;admin.;unmarried;university.degree;no;yes;no;cellular;may;fri;165;no
34;technician;unmarried;university.degree;no;yes;no;cellular;jul;thu;560;yes
59;retired;married;basic.9y;no;yes;no;telephone;jun;wed;2093;yes
29;admin.;unmarried;high.school;no;no;no;cellular;jul;tue;319;yes
32;technician;unmarried;university.degree;no;no;no;cellular;aug;wed;132;no
28;student;unmarried;university.degree;no;no;no;cellular;may;fri;81;no
29;admin.;unmarried;high.school;no;yes;no;telephone;jun;thu;63;no
38;admin.;unmarried;high.school;no;yes;yes;cellular;apr;thu;449;yes
39;services;married;university.degree;no;no;no;cellular;apr;thu;237;yes
30;admin.;unmarried;university.degree;no;no;no;cellular;may;thu;199;no
60;retired;married;university.degree;no;no;no;cellular;dec;fri;439;yes
37;management;married;university.degree;no;yes;no;cellular;apr;mon;13;no
29;admin.;unmarried;high.school;no;yes;no;cellular;jun;mon;295;yes
26;technician;unmarried;university.degree;no;no;no;telephone;jun;thu;2635;no
26;admin.;married;high.school;no;yes;no;cellular;nov;mon;432;yes
40;blue-collar;unmarried;basic.9y;no;yes;no;cellular;jul;thu;217;no
30;admin.;married;university.degree;no;yes;no;cellular;nov;thu;857;yes
30;technician;married;university.degree;no;no;yes;cellular;aug;mon;117;no
25;technician;married;professional.course;no;yes;no;cellular;jun;tue;551;yes
38;services;married;high.school;no;yes;no;cellular;may;fri;324;yes
30;blue-collar;unmarried;basic.4y;no;no;no;telephone;jul;thu;267;no
38;technician;married;professional.course;no;no;no;cellular;aug;mon;923;yes
28;student;unmarried;high.school;no;no;no;cellular;sep;fri;555;yes
36;unemployed;unmarried;high.school;no;yes;no;cellular;jul;wed;148;no
32;admin.;married;basic.9y;no;no;no;cellular;jul;mon;77;no
52;admin.;married;high.school;no;no;no;cellular;jul;fri;324;no
26;admin.;unmarried;university.degree;no;yes;no;cellular;may;thu;400;no
35;admin.;unmarried;high.school;no;no;no;telephone;may;wed;799;no
30;admin.;unmarried;high.school;no;yes;no;telephone;jun;tue;229;no
54;admin.;married;high.school;no;yes;no;cellular;nov;fri;402;yes
30;admin.;married;university.degree;no;no;no;cellular;apr;thu;313;yes
36;technician;unmarried;university.degree;no;yes;no;cellular;jun;mon;287;yes
26;admin.;unmarried;university.degree;no;yes;no;cellular;jul;tue;369;no
31;management;unmarried;university.degree;no;yes;no;telephone;jun;tue;214;no
25;student;unmarried;high.school;no;yes;no;cellular;may;thu;149;no
30;services;unmarried;high.school;no;no;no;cellular;may;mon;75;no
40;blue-collar;unmarried;basic.9y;no;yes;yes;cellular;nov;thu;426;no
29;admin.;married;university.degree;no;yes;no;cellular;jun;tue;201;yes
50;technician;unmarried;professional.course;no;yes;yes;cellular;jun;thu;160;yes
28;blue-collar;unmarried;high.school;no;yes;no;cellular;apr;thu;329;yes
32;blue-collar;married;basic.9y;no;no;no;cellular;may;wed;302;no
37;admin.;unmarried;university.degree;no;no;no;telephone;jul;wed;36;no
65;retired;married;basic.4y;no;no;no;cellular;oct;wed;882;yes
34;blue-collar;married;basic.6y;no;no;no;telephone;may;tue;384;no
25;student;unmarried;high.school;no;yes;no;cellular;oct;mon;211;yes
57;services;married;high.school;no;yes;no;cellular;may;mon;126;no
34;technician;unmarried;university.degree;no;yes;no;cellular;aug;thu;115;no
26;student;unmarried;basic.9y;no;yes;no;cellular;aug;wed;582;yes
41;management;married;university.degree;no;no;no;cellular;may;thu;247;no
35;admin.;unmarried;university.degree;no;no;no;cellular;jul;mon;107;no
36;blue-collar;married;basic.6y;no;no;no;cellular;nov;tue;246;no
48;management;married;university.degree;no;yes;no;telephone;may;thu;190;no
31;admin.;unmarried;university.degree;no;no;no;cellular;aug;mon;65;no
48;admin.;married;university.degree;no;yes;no;cellular;aug;fri;651;no
63;housemaid;married;basic.4y;no;yes;no;cellular;sep;wed;299;yes
32;technician;unmarried;professional.course;no;yes;no;cellular;jul;tue;95;no
66;retired;married;professional.course;no;no;no;cellular;mar;tue;177;yes
44;admin.;married;university.degree;no;no;no;cellular;oct;wed;1206;no
28;admin.;unmarried;basic.9y;no;yes;yes;telephone;may;thu;376;no
23;services;unmarried;high.school;no;no;no;telephone;jun;mon;85;no
25;services;unmarried;basic.9y;no;yes;no;cellular;jul;wed;197;no
44;admin.;married;university.degree;no;yes;no;cellular;may;tue;203;no
33;management;married;basic.9y;no;yes;yes;cellular;may;wed;168;no
32;technician;unmarried;high.school;no;no;no;telephone;jul;wed;239;no
29;admin.;unmarried;high.school;no;no;no;cellular;aug;fri;384;no
54;self-employed;married;university.degree;no;yes;no;cellular;aug;mon;323;no
30;technician;unmarried;professional.course;no;no;no;cellular;may;fri;1015;yes
36;blue-collar;unmarried;basic.4y;no;yes;no;cellular;nov;thu;775;no
54;technician;married;professional.course;no;no;yes;cellular;jul;thu;268;no
32;admin.;unmarried;high.school;no;yes;no;cellular;jul;wed;156;no
62;admin.;married;high.school;no;no;no;cellular;oct;tue;318;yes
32;entrepreneur;married;basic.4y;no;yes;no;cellular;jun;tue;183;yes
44;self-employed;married;professional.course;no;yes;no;telephone;nov;fri;47;no
44;technician;unmarried;basic.9y;no;yes;no;telephone;jun;thu;113;no
35;technician;married;professional.course;no;yes;yes;cellular;oct;wed;608;yes
60;admin.;unmarried;high.school;no;no;yes;telephone;may;tue;474;no
22;student;unmarried;high.school;no;yes;no;telephone;jun;wed;355;no
31;admin.;married;high.school;no;no;yes;cellular;aug;mon;155;yes
33;unemployed;married;high.school;no;yes;yes;cellular;oct;tue;301;yes
26;admin.;unmarried;university.degree;no;yes;yes;cellular;may;tue;15;no
29;services;unmarried;high.school;no;yes;no;cellular;nov;wed;178;no
45;blue-collar;unmarried;basic.9y;no;no;yes;cellular;oct;tue;204;yes
29;admin.;unmarried;high.school;no;no;no;cellular;jul;fri;567;yes
36;admin.;married;high.school;no;no;no;cellular;apr;fri;78;no
49;technician;married;basic.9y;no;no;no;telephone;may;mon;1467;yes
28;admin.;unmarried;university.degree;no;yes;no;cellular;aug;mon;340;yes
29;technician;unmarried;university.degree;no;no;no;telephone;may;fri;12;no
31;technician;unmarried;professional.course;no;yes;no;cellular;aug;mon;194;no
35;management;married;university.degree;no;yes;no;cellular;nov;tue;209;yes
46;admin.;married;high.school;no;no;no;telephone;aug;wed;231;yes
35;self-employed;unmarried;university.degree;no;yes;no;cellular;nov;mon;365;no
35;blue-collar;married;basic.6y;no;yes;no;cellular;nov;tue;372;no
24;blue-collar;unmarried;basic.9y;no;no;no;cellular;jul;thu;418;no
69;retired;married;high.school;no;no;no;cellular;may;wed;289;yes
46;services;married;basic.6y;no;yes;no;telephone;may;mon;89;no
28;blue-collar;unmarried;basic.6y;no;yes;yes;cellular;may;fri;20;no
24;technician;unmarried;professional.course;no;no;no;cellular;jul;wed;98;no
48;admin.;unmarried;high.school;no;yes;no;cellular;nov;wed;105;no
36;blue-collar;married;basic.9y;no;no;no;cellular;nov;thu;768;yes
45;admin.;married;basic.9y;no;yes;yes;telephone;may;thu;254;no
35;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;74;no
40;blue-collar;married;basic.9y;no;yes;no;cellular;may;wed;954;yes
39;management;unmarried;high.school;no;no;yes;cellular;may;thu;365;no
49;services;married;high.school;no;yes;no;cellular;may;thu;152;no
38;technician;unmarried;professional.course;no;yes;no;cellular;may;mon;17;no
48;entrepreneur;married;university.degree;no;yes;no;cellular;may;fri;316;yes
30;services;married;professional.course;no;yes;no;cellular;nov;wed;622;yes
35;technician;married;university.degree;no;no;no;cellular;apr;thu;270;yes
50;admin.;married;university.degree;no;yes;no;cellular;apr;fri;160;yes
33;technician;unmarried;professional.course;no;no;no;cellular;jul;tue;152;no
34;admin.;married;high.school;no;yes;no;telephone;jun;mon;491;yes
34;services;married;high.school;no;no;no;telephone;may;tue;514;no
28;admin.;unmarried;university.degree;no;yes;no;cellular;sep;fri;91;yes
28;admin.;unmarried;high.school;no;yes;no;cellular;jul;thu;80;no
27;admin.;unmarried;high.school;no;yes;no;telephone;jul;mon;167;no
30;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;57;no
31;blue-collar;unmarried;high.school;no;no;no;cellular;may;wed;465;no
31;self-employed;unmarried;high.school;no;no;no;cellular;jul;tue;364;no
20;student;unmarried;high.school;no;no;no;cellular;aug;fri;190;no
37;admin.;unmarried;university.degree;no;yes;no;telephone;may;thu;900;yes
73;retired;married;basic.4y;no;yes;yes;cellular;apr;mon;128;no
39;entrepreneur;married;university.degree;no;yes;no;cellular;sep;tue;120;no
37;admin.;married;university.degree;no;yes;no;cellular;jul;mon;227;yes
38;admin.;unmarried;university.degree;no;yes;no;telephone;jun;tue;284;no
30;admin.;married;university.degree;no;no;no;cellular;jul;fri;84;no
24;entrepreneur;unmarried;high.school;no;yes;no;telephone;jun;fri;113;no
37;blue-collar;married;basic.6y;no;no;no;cellular;jul;fri;640;yes
35;admin.;unmarried;university.degree;no;no;no;cellular;aug;tue;332;no
54;admin.;married;high.school;no;no;no;cellular;oct;wed;252;yes
40;blue-collar;married;high.school;no;no;no;telephone;may;wed;1028;yes
39;admin.;unmarried;high.school;no;no;no;telephone;jun;mon;202;no
39;blue-collar;married;basic.6y;no;yes;no;telephone;jul;fri;25;no
34;technician;married;university.degree;no;yes;no;cellular;aug;fri;94;no
35;admin.;unmarried;university.degree;no;yes;no;cellular;jul;mon;77;no
29;blue-collar;unmarried;professional.course;no;yes;no;telephone;may;mon;57;no
70;blue-collar;married;basic.4y;no;no;yes;cellular;jun;fri;252;yes
52;blue-collar;married;basic.4y;no;yes;no;cellular;apr;wed;229;yes
38;admin.;unmarried;high.school;no;yes;no;cellular;nov;tue;133;no
34;technician;married;professional.course;no;yes;no;cellular;apr;mon;122;no
31;admin.;unmarried;high.school;no;no;no;cellular;jul;tue;21;no
36;admin.;unmarried;university.degree;no;yes;no;cellular;jul;thu;10;no
33;admin.;married;university.degree;no;yes;no;cellular;apr;wed;623;yes
38;admin.;married;university.degree;no;yes;no;cellular;aug;mon;1070;yes
31;technician;married;professional.course;no;no;no;telephone;may;tue;179;no
24;blue-collar;unmarried;high.school;no;no;no;cellular;jul;fri;482;no
39;entrepreneur;married;high.school;no;yes;no;telephone;may;wed;126;no
40;technician;unmarried;professional.course;no;yes;no;cellular;aug;wed;142;no
41;technician;married;high.school;no;yes;no;telephone;may;wed;832;yes
26;admin.;unmarried;university.degree;no;no;no;telephone;jun;thu;394;no
28;admin.;married;university.degree;no;yes;no;cellular;jul;wed;529;yes
44;self-employed;married;basic.9y;no;yes;no;cellular;nov;thu;104;no
60;admin.;married;high.school;no;no;no;cellular;apr;thu;447;yes
43;entrepreneur;married;professional.course;no;no;no;cellular;aug;tue;56;no
52;management;married;university.degree;no;yes;no;cellular;aug;thu;175;yes
33;unemployed;married;university.degree;no;yes;no;telephone;jul;fri;25;no
27;admin.;unmarried;high.school;no;yes;no;telephone;nov;fri;24;no
32;admin.;unmarried;university.degree;no;no;no;cellular;may;fri;24;no
73;retired;unmarried;professional.course;no;no;no;cellular;apr;fri;291;yes
43;admin.;married;high.school;no;yes;no;cellular;mar;thu;265;yes
35;admin.;unmarried;high.school;no;yes;no;telephone;may;mon;319;no
33;student;married;professional.course;no;yes;no;cellular;aug;mon;265;yes
43;entrepreneur;married;high.school;no;no;no;telephone;jun;thu;1141;yes
36;technician;married;high.school;no;yes;no;cellular;aug;mon;630;yes
51;admin.;unmarried;basic.6y;no;no;no;telephone;jun;thu;202;no
31;services;unmarried;high.school;no;yes;no;telephone;jun;wed;89;no
30;services;unmarried;basic.9y;no;yes;no;cellular;jul;wed;22;no
36;technician;unmarried;professional.course;no;no;no;cellular;jul;thu;111;no
43;blue-collar;married;high.school;no;yes;no;cellular;may;fri;48;no
64;admin.;married;high.school;no;yes;no;cellular;oct;fri;427;yes
41;unemployed;married;university.degree;no;no;no;cellular;may;thu;142;no
33;admin.;unmarried;university.degree;no;no;no;cellular;mar;mon;427;yes
28;student;unmarried;high.school;no;yes;no;cellular;may;wed;628;no
35;technician;married;basic.9y;no;no;no;cellular;may;tue;580;yes
32;admin.;unmarried;professional.course;no;no;yes;telephone;jun;mon;213;no
28;blue-collar;married;basic.9y;no;no;no;cellular;jul;tue;245;no
39;services;married;high.school;no;yes;yes;cellular;may;tue;200;no
48;technician;married;professional.course;no;yes;no;telephone;jun;mon;85;no
31;management;married;university.degree;no;yes;no;cellular;nov;mon;188;yes
31;blue-collar;unmarried;basic.4y;no;no;no;telephone;jun;fri;110;no
34;management;married;university.degree;no;no;no;telephone;jun;wed;893;yes
38;technician;unmarried;high.school;no;no;no;telephone;jun;wed;118;no
49;admin.;married;university.degree;no;no;no;cellular;jul;fri;44;no
31;technician;married;university.degree;no;no;no;telephone;may;mon;95;no
37;admin.;married;university.degree;no;no;yes;cellular;sep;thu;173;yes
38;admin.;married;high.school;no;no;no;cellular;may;fri;217;no
38;technician;unmarried;university.degree;no;no;no;cellular;aug;mon;135;no
58;admin.;married;university.degree;no;yes;yes;cellular;may;mon;353;yes
39;unemployed;married;basic.9y;no;yes;no;cellular;may;wed;222;no
32;admin.;unmarried;high.school;no;yes;no;telephone;jul;fri;143;no
